company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Executive Mortgage Brokers LLC,Minnetonka,MN,Minneapolis,Mortgage Brokerage,6,$1M-$2M,Principal,Owner,N/A,N/A,executivemortgagebrokers.com
Mecklenburg Mortgage,Charlotte,NC,Charlotte,Mortgage Brokerage,8,$1M-$3M,Principal,Owner,N/A,N/A,mecklenburgmortgage.com
Independent Agency Alliance,Oldsmar,FL,Tampa,Insurance Brokerage,5,$500K-$1.5M,Principal,Owner,(714) 860-5567,jdean@aborgia.com,N/A
Cornerstone Insurance Inc.,Tampa,FL,Tampa,Insurance Brokerage,8,$1M-$3M,Principal,Owner,N/A,N/A,livecovered.com
Distribution Recruiters,Atlanta,GA,Atlanta,Recruiting Agency,6,$1M-$2M,Russ Baker,Founder,N/A,N/A,N/A
Odell Medical Search,Dallas,TX,Dallas,Recruiting Agency,5,$500K-$1.5M,Principal,Owner,N/A,N/A,N/A
Murray Resources,Houston,TX,Houston,Recruiting Agency,15,$3M-$7M,Principal,Owner,N/A,N/A,murrayresources.com
Burnett Specialists,Houston,TX,Houston,Staffing Agency,18,$5M-$10M,Principal,Owner,N/A,N/A,burnettspecialists.com
PCR Staffing,Charlotte,NC,Charlotte,Staffing Agency,10,$2M-$5M,Principal,Owner,N/A,N/A,pcr.net
Goodwin Recruiting,Boston,MA,Boston,Recruiting Agency,8,$1M-$3M,Principal,Owner,N/A,N/A,goodwinrecruiting.com
Philly Skyline Property Management,Philadelphia,PA,Philadelphia,Property Management,6,$500K-$1.5M,Principal,Owner,N/A,N/A,phillyskylinepm.com
Power Property Management,Los Angeles,CA,Los Angeles,Property Management,10,$1M-$3M,Principal,Owner,N/A,N/A,powerpropertymanagement.com
LBPM,Los Angeles,CA,Los Angeles,Property Management,18,$3M-$7M,Principal,Owner,N/A,N/A,lbpm.com
Elcap Mortgage Inc.,Atlanta,GA,Atlanta,Mortgage Brokerage,5,$500K-$1.5M,Principal,Owner,(404) 671-9460,N/A,elcapmortgage.com
Sage Financial Group,Philadelphia,PA,Philadelphia,Financial Advisory,10,$2M-$5M,Principal,Owner,N/A,N/A,N/A
Tristate Financial Advisors - Nashville,Nashville,TN,Nashville,Financial Advisory,6,$1M-$2M,Principal,Owner,N/A,N/A,tristatefa.com
Tristate Financial Advisors - Philadelphia,Philadelphia,PA,Philadelphia,Financial Advisory,6,$1M-$2M,Principal,Owner,N/A,N/A,tristatefa.com
Mortgage Maestro Group,Denver,CO,Denver,Mortgage Brokerage,6,$1M-$2M,Principal,Owner,N/A,N/A,mortgage-maestro.com
Naviga Recruiting,Miami,FL,Miami,Recruiting Agency,10,$2M-$5M,Principal,Owner,N/A,N/A,navigarecruiting.com
Rent Solutions,Tampa,FL,Tampa,Property Management,8,$1M-$3M,Principal,Owner,N/A,N/A,rentsolutions.com
Mark McDuffie Insurance Agency,Charlotte,NC,Charlotte,Insurance Brokerage,5,$500K-$1.5M,Mark McDuffie,Owner,N/A,N/A,mcduffieinsurance.com
Lowry Associates Insurance,Charlotte,NC,Charlotte,Insurance Brokerage,8,$1M-$3M,Principal,Owner,N/A,N/A,lowryassoc.com
IHS Insurance Group,Houston,TX,Houston,Insurance Brokerage,10,$1M-$3M,Principal,Owner,(281) 255-4444,N/A,ihsinsurance.net
Insurance Over Texas,Houston,TX,Houston,Insurance Brokerage,8,$1M-$3M,Principal,Owner,(281) 752-6704,N/A,insuranceovertexas.com
HND Realty LLC,Nashville,TN,Nashville,Property Management,8,$1M-$3M,Principal,Owner,N/A,N/A,hndrealty.com
TCS Management Nashville,Nashville,TN,Nashville,Property Management,10,$1M-$3M,Principal,Owner,N/A,N/A,tcsmgt.com
Harland Property Management,San Diego,CA,San Diego,Property Management,10,$1M-$3M,Principal,Owner,N/A,N/A,sandiegopropertymanagement.com
Good Life Property Management,San Diego,CA,San Diego,Property Management,12,$2M-$5M,Principal,Owner,N/A,N/A,goodlifemgmt.com
Penny Realty,San Diego,CA,San Diego,Property Management,15,$3M-$7M,Principal,Owner,N/A,N/A,pennyrealty.com
