company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Wright Property Group,San Antonio,TX,San Antonio,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://www.wrightpg.com/
Davidson Properties Inc,San Antonio,TX,San Antonio,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.davidsonproperties.com/
Alderson Properties,San Antonio,TX,San Antonio,Property Management,6,$500K-$1.5M,Owner,Owner,N/A,N/A,http://www.aldersonproperties.com/
Five Star Property Management,Las Vegas,NV,Las Vegas,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://fivestarpm.com/
Brady Realty Group,Las Vegas,NV,Las Vegas,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://bradyrglasvegas.com/
SMART Property Management,Las Vegas,NV,Las Vegas,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://managevegas.com/
Valiant Realty & Management,Jacksonville,FL,Jacksonville,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://www.valiantrealtypm.com/
Nest Finders Property Management,Jacksonville,FL,Jacksonville,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.nestfinders.com/
Green River Property Management,Jacksonville,FL,Jacksonville,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://www.jacksonvillespropertymanagement.com/
ZafiroLaw,Seattle,WA,Seattle,Law Firm,6,$800K-$2M,Katrina S. Zafiro,Founding Attorney,N/A,N/A,https://zafirolaw.com/
ERM Immigration Law PLLC,Seattle,WA,Seattle,Law Firm,8,$1M-$2M,Emily Reber-Mariniello,Managing Attorney/Owner,N/A,N/A,https://www.ermimmigrationlaw.com/
Phinney Estate Law,Seattle,WA,Seattle,Law Firm,6,$800K-$2M,Owner,Owner,N/A,N/A,https://www.phinneyestatelaw.com/
Choquette Immigration Law Group,Seattle,WA,Seattle,Law Firm,8,$1M-$2M,Paul Choquette,Founder,N/A,N/A,https://www.choquettelaw.com/
Robbins Estate Law,Austin,TX,Austin,Law Firm,8,$1M-$2M,Kyle Robbins,Founder,N/A,N/A,https://robbinsestatelaw.com/
Thrash Carroll & Sanchez Law Group,Austin,TX,Austin,Law Firm,10,$1M-$3M,Erin Thrash,Partner,N/A,N/A,https://estateplanningaustin.com/
John M. Lane Law PLLC,Austin,TX,Austin,Law Firm,6,$800K-$2M,John M. Lane,Owner/Attorney,N/A,N/A,https://johnlanelaw.com/
Sheehan Law PLLC,Austin,TX,Austin,Law Firm,6,$800K-$2M,Owner,Owner,N/A,N/A,https://www.farrensheehanlaw.com/
Caress Law PC,Portland,OR,Portland,Law Firm,6,$800K-$2M,Tammi M. Caress,Founder/Attorney,N/A,N/A,https://caresslaw.estate/
Skinner Law PC,Portland,OR,Portland,Law Firm,6,$800K-$2M,Ginger Skinner,Founder/Attorney,N/A,N/A,https://www.skinnerlawpdx.com/
Vanderwall Immigration,Portland,OR,Portland,Law Firm,6,$800K-$2M,Owner,Owner,N/A,N/A,https://www.vanderwallimmigration.com/
Immigrant Law Group LLC,Portland,OR,Portland,Law Firm,10,$1M-$3M,Owner,Owner,N/A,N/A,https://ilgrp.com/
Edgerton Immigration Law,Raleigh,NC,Raleigh,Law Firm,6,$800K-$2M,Ms. Edgerton,Owner/Attorney,N/A,N/A,https://www.edgertonimmigration.com/
The Matta Law Firm LLC,Raleigh,NC,Raleigh,Law Firm,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Guirguis Law PA,Raleigh,NC,Raleigh,Law Firm,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.guirguislaw.com/
Paul J. Barton Law Offices,Salt Lake City,UT,Salt Lake City,Law Firm,6,$800K-$2M,Paul J. Barton,Owner/Attorney,N/A,N/A,https://www.paulbartonlaw.com/
AGS Law,Salt Lake City,UT,Salt Lake City,Law Firm,6,$800K-$2M,Ashley Garbe Smith,Founder/Attorney,N/A,N/A,https://www.agslawfirm.com/
Stephen J. Buhler Attorney at Law,Salt Lake City,UT,Salt Lake City,Law Firm,5,$500K-$1.5M,Stephen J. Buhler,Owner/Attorney,N/A,N/A,N/A
Rosenblatt Law Firm,San Antonio,TX,San Antonio,Law Firm,8,$1M-$2M,James D. Rosenblatt,President,N/A,N/A,https://rosenblattlawfirm.com/
The South Texas Business Lawyers,San Antonio,TX,San Antonio,Law Firm,8,$1M-$2M,Matt Duke,Owner/Attorney,N/A,N/A,https://www.thesouthtexasbusinesslawyers.com/
Dan Burke Attorney at Law,San Antonio,TX,San Antonio,Law Firm,5,$500K-$1.5M,Daniel Burke,Owner/Attorney,N/A,N/A,https://www.danburkelaw.com/
JK Nelson Law,Las Vegas,NV,Las Vegas,Law Firm,8,$1M-$2M,Jonathan K. Nelson,Founder/Attorney,N/A,N/A,https://jknelsonlaw.com/
The Jacks Law Group,Las Vegas,NV,Las Vegas,Law Firm,8,$1M-$2M,David Jacks,Founder/Attorney,N/A,N/A,https://www.thejackslawgroup.com/
Lasso Injury Law LLC,Las Vegas,NV,Las Vegas,Law Firm,6,$800K-$2M,Owner,Owner,N/A,N/A,https://www.lassoinjurylaw.com/
Sahyers Firm LLC,Jacksonville,FL,Jacksonville,Law Firm,6,$800K-$2M,Christine Sahyers,Founder/Attorney,N/A,N/A,https://sahyerslaw.com/
Hayden Law,Jacksonville,FL,Jacksonville,Law Firm,6,$800K-$2M,Owner,Owner/Attorney,N/A,N/A,https://www.haydenlawfl.com/
Edwards & Edwards,Jacksonville,FL,Jacksonville,Law Firm,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.edwardsedwardslaw.com/
Trades Labor Corporation,Seattle,WA,Seattle,Staffing / Recruiting,12,$2M-$5M,Owner,Owner,N/A,N/A,https://www.tradeslabor.com/
NW Recruiting Partners,Seattle,WA,Seattle,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,N/A
Emerald Search Partners,Seattle,WA,Seattle,Staffing / Recruiting,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Burnett Specialists,Austin,TX,Austin,Staffing / Recruiting,15,$3M-$6M,Owner,Owner,N/A,N/A,https://burnettspecialists.com/
Peak Performers,Austin,TX,Austin,Staffing / Recruiting,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.peakperformers.org/
Emerald Staffing,Portland,OR,Portland,Staffing / Recruiting,12,$2M-$4M,Owner,Owner,N/A,N/A,https://emeraldstaffing.com/
BeginRight Employment Services,Portland,OR,Portland,Staffing / Recruiting,15,$2M-$5M,Joanne Bell,Owner/CEO,N/A,N/A,https://beginright.com/
VanderHouwen,Portland,OR,Portland,Staffing / Recruiting,15,$3M-$6M,Kirby VanderHouwen,Founder,N/A,N/A,https://www.vanderhouwen.com/
Skyline Personnel,Raleigh,NC,Raleigh,Staffing / Recruiting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://skylinepersonnel.com/
TRC Talent Solutions,Raleigh,NC,Raleigh,Staffing / Recruiting,12,$2M-$4M,Owner,Owner,N/A,N/A,https://www.trctalent.com/
Recruiting Connection,Salt Lake City,UT,Salt Lake City,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://recruitingconnection.org/
Synergy Staffing,Salt Lake City,UT,Salt Lake City,Staffing / Recruiting,12,$2M-$4M,Owner,Owner,N/A,N/A,https://synergystaffing4u.com/
TalentTeam Utah,Salt Lake City,UT,Salt Lake City,Staffing / Recruiting,15,$2M-$5M,Owner,Owner,N/A,N/A,https://talentteam.com/
Trinity Staffing Services,San Antonio,TX,San Antonio,Staffing / Recruiting,10,$1.5M-$3M,Connie Rodriguez,VP/Owner,210-805-9920,N/A,https://trinitystaffing.com/
Green Lion Search Group,San Antonio,TX,San Antonio,Staffing / Recruiting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.greenlionsearch.com/
My Next Career Path Staffing,Las Vegas,NV,Las Vegas,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://mynextcareerpath.com/
PrideStaff Las Vegas,Las Vegas,NV,Las Vegas,Staffing / Recruiting,10,$1.5M-$3M,Bob,Owner,N/A,N/A,https://www.pridestaff.com/locations/lasvegas/
Millenium Staffing Solutions,Las Vegas,NV,Las Vegas,Staffing / Recruiting,12,$2M-$4M,Owner,Owner,N/A,N/A,https://milleniumstaff.com/
ICX Group,Jacksonville,FL,Jacksonville,Staffing / Recruiting,10,$1.5M-$3M,Owner,Founder,N/A,N/A,https://icxgroup.com/
All Purpose Staffing,Jacksonville,FL,Jacksonville,Staffing / Recruiting,12,$2M-$4M,Owner,Owner,N/A,N/A,https://allpurposestaff.com/
Magnolia Insurance Agency,Seattle,WA,Seattle,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.magnolia-insurance.com/
Secord Insurance Agency,Seattle,WA,Seattle,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://secordagency.com/
Gurry & Rogers Insurance,Seattle,WA,Seattle,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.gurryandrogers.com/
Central Insurance Agency,Austin,TX,Austin,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.centralins.com/
Britton & Britton Insurance,Austin,TX,Austin,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.brittonandbritton.com/
Eckert Insurance Group,Austin,TX,Austin,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://eckertgroup.com/
Oliver Insurance Brokerage,Austin,TX,Austin,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.oliverinsurancebrokerage.com/
Chamberlain Insurance Agency,Portland,OR,Portland,Insurance Brokerage,8,$1M-$2M,Owner,Owner,503-256-1448,info@chamberlaininsurance.com,https://www.chamberlaininsurance.com/
EPB&B Insurance,Portland,OR,Portland,Insurance Brokerage,15,$2M-$5M,Owner,Owner,N/A,N/A,https://epbb.com/
Portland Benefits Group,Portland,OR,Portland,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,N/A
Carter Glass Insurance,Raleigh,NC,Raleigh,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.carterglassinsurance.com/
Carolina Insurance Professionals,Raleigh,NC,Raleigh,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.carolinainsuranceprofessionals.com/
Archibald Insurance Agency,Salt Lake City,UT,Salt Lake City,Insurance Brokerage,6,$800K-$1.5M,Marc Archibald,Owner,N/A,N/A,https://archibald-insurance.com/
Beehive Insurance,Salt Lake City,UT,Salt Lake City,Insurance Brokerage,15,$2M-$5M,Owner,Owner,N/A,N/A,https://beehiveinsurance.com/
Texas Independent Insurance Brokers,San Antonio,TX,San Antonio,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://txiib.com/
Fidelis Insurance Brokers,San Antonio,TX,San Antonio,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://fidelisinsurancebrokers.com/
Texan's Choice Insurance,San Antonio,TX,San Antonio,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://texanschoice.com/
Cusick Insurance Brokers,Las Vegas,NV,Las Vegas,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.cusickbrokers.com/
NIS Insurance,Las Vegas,NV,Las Vegas,Insurance Brokerage,8,$1M-$2M,Owner,Founder/President,N/A,N/A,https://www.nis.vegas/
LV Premier Insurance,Las Vegas,NV,Las Vegas,Insurance Brokerage,6,$800K-$1.5M,Owner,Agent/Owner,N/A,N/A,https://lvpremierinsurance.com/
Ricci Insurance Group,Jacksonville,FL,Jacksonville,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://ricciinsurancegroup.com/
Augustyniak Insurance Group,Jacksonville,FL,Jacksonville,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.weshopinsurance.com/
Bacon Insurance,Jacksonville,FL,Jacksonville,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.nflins.com/
Home Comfort Heating & Cooling,Seattle,WA,Seattle,HVAC,8,$1M-$2M,Peter,Owner,N/A,N/A,https://seattlehvaccompanies.com/
Energy Technologies LLC,Seattle,WA,Seattle,HVAC,8,$1M-$2M,Al,Owner,N/A,N/A,https://www.energytechnologiesllc.com/
Forest Park Dental Studio,Portland,OR,Portland,Dental Practice,6,$800K-$1.5M,Ashley Bennett,Owner/Dentist,N/A,N/A,https://www.forestparkdentalstudio.com/
Brio Dental,Portland,OR,Portland,Dental Practice,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.briosmiles.com/
Summit Dental Health,Portland,OR,Portland,Dental Practice,8,$1M-$2M,Jeff Dewey,Owner/DDS,N/A,N/A,https://www.summitdentalhealth.com
Carolina Dental Spa,Raleigh,NC,Raleigh,Dental Practice,6,$800K-$1.5M,James Sarant,Owner/Dentist,N/A,N/A,N/A
Olympus View Dental,Salt Lake City,UT,Salt Lake City,Dental Practice,8,$1M-$2M,Scott Stanfield,Owner/Dentist,N/A,N/A,https://www.olympusview.com/
Foothill Dental,Salt Lake City,UT,Salt Lake City,Dental Practice,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.foothilldentalsaltlake.com/
6 to 9 Dental PLLC,San Antonio,TX,San Antonio,Dental Practice,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.vphumphrey2dds.com/
Sonrisa Dental,San Antonio,TX,San Antonio,Dental Practice,8,$1M-$2M,Owner,Owner,N/A,N/A,https://yoursonrisa.com/
North Ranch Dental Care,Las Vegas,NV,Las Vegas,Dental Practice,8,$1M-$2M,Owner,Owner,N/A,N/A,https://northranchdentalcare.com/
Las Vegas Dental Group,Las Vegas,NV,Las Vegas,Dental Practice,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.lasvegasdentalgroup.com/
Jacksonville Complete Dentistry,Jacksonville,FL,Jacksonville,Dental Practice,10,$1M-$3M,Owner,Owner,N/A,N/A,https://jacksonvillecompletedentistry.com/
Caven Dental Group,Jacksonville,FL,Jacksonville,Dental Practice,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.cavendental.com/
Skinlogic Med Spa,Seattle,WA,Seattle,Med Spa / Aesthetics,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.skinlogicmedspa.com/
Seattle Beauty,Seattle,WA,Seattle,Med Spa / Aesthetics,6,$500K-$1.5M,Desiree Wood,Owner/NP,N/A,N/A,https://seattlebeauty.org/
Austin Luxury Medspa,Austin,TX,Austin,Med Spa / Aesthetics,6,$500K-$1.5M,Sarah,Owner,N/A,N/A,https://austinluxurymedspa.com/
Gorg Wellness & Aesthetics,Austin,TX,Austin,Med Spa / Aesthetics,6,$500K-$1.5M,Owner,Owner,N/A,N/A,https://gorglifestyle.com/
VIP Aesthetics & Wellness,Portland,OR,Portland,Med Spa / Aesthetics,8,$800K-$2M,Owner,Owner/Physician,N/A,N/A,https://vipmedispa.com/
Aura Aesthetics,Portland,OR,Portland,Med Spa / Aesthetics,6,$500K-$1.5M,Owner,Owner,N/A,N/A,https://www.aurapdx.com/
Regenesis MD,Raleigh,NC,Raleigh,Med Spa / Aesthetics,8,$800K-$2M,Bhavna Vaidya,Owner/MD,N/A,N/A,https://regenesismd.com/
Blossum Aesthetics Co,Raleigh,NC,Raleigh,Med Spa / Aesthetics,6,$500K-$1.5M,Owner,Owner,N/A,N/A,https://www.blossumaesthetics.com/
Beauty Now Med Spa,Salt Lake City,UT,Salt Lake City,Med Spa / Aesthetics,8,$800K-$2M,Dr. Mobley,Medical Director,N/A,N/A,https://beautynowmedspa.com/
SLC Med Spa,Salt Lake City,UT,Salt Lake City,Med Spa / Aesthetics,8,$800K-$2M,Brent L.,Owner,N/A,N/A,https://www.slcmedspa.com/
Marcos Medical Care,San Antonio,TX,San Antonio,Med Spa / Aesthetics,8,$800K-$2M,Yolanda Marcos,Owner/MD,N/A,N/A,https://marcosmedical.com/
Stadia Med Spa,San Antonio,TX,San Antonio,Med Spa / Aesthetics,6,$500K-$1.5M,Owner,Owner,N/A,N/A,https://www.stadiamedspa.com/
Moderna Laser & Med Spa,Las Vegas,NV,Las Vegas,Med Spa / Aesthetics,8,$800K-$2M,Dan,Owner,N/A,N/A,https://modernalaser.com/
Flawless Med Spas,Las Vegas,NV,Las Vegas,Med Spa / Aesthetics,6,$500K-$1.5M,Melanie Speed,Owner/APRN,N/A,N/A,https://www.flawlessmedspas.com/
CMA Medicine,Jacksonville,FL,Jacksonville,Med Spa / Aesthetics,8,$800K-$2M,Konika Schallen,Owner/MD,N/A,N/A,https://cmamedicine.com/
Coastal Health & Medical Spa,Jacksonville,FL,Jacksonville,Med Spa / Aesthetics,6,$500K-$1.5M,Olivia,Owner/NP,N/A,N/A,https://coastalmedicalspa.com/
Champion Cooling Heating & Plumbing,Austin,TX,Austin,HVAC,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.championacaustin.com/
A-Plus Air Conditioning,Austin,TX,Austin,HVAC,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.aplusac.com/
Rosenberg Plumbing & Air,San Antonio,TX,San Antonio,HVAC,10,$1M-$3M,Owner,Owner,N/A,N/A,https://rosenberghvac.com/
Legacy Cooling Heating Plumbing,Las Vegas,NV,Las Vegas,HVAC,15,$2M-$5M,Owner,Owner,N/A,N/A,https://legacyac.com/
Guardian Heating and Air,Jacksonville,FL,Jacksonville,HVAC,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.getcooljax.com/
AC Designs Heating and Air,Jacksonville,FL,Jacksonville,HVAC,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.acdesignsinc.net/
Red's Electric,Portland,OR,Portland,Electrical,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://redselectric.com
Mike's Electric,Portland,OR,Portland,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://mikeselectric.biz/
Hollis CPA Firm,Austin,TX,Austin,CPA / Accounting,6,$800K-$1.5M,Cameron Hollis,Owner/CPA,N/A,N/A,https://www.holliscpa.com/
Hemingway & Buchanan CPA PC,Austin,TX,Austin,CPA / Accounting,6,$800K-$1.5M,Jeanine Hemingway,Owner/CPA,N/A,N/A,https://www.austinaccountingservices.com/
Perpetual CPA,Portland,OR,Portland,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://perpetualcpa.com/
Foster & Associates CPA LLC,Portland,OR,Portland,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.fostercpas.com
Faith Bynum CPA PC,Raleigh,NC,Raleigh,CPA / Accounting,5,$500K-$1M,Faith Bynum,Owner/CPA,N/A,N/A,https://faithbynum.com/
Thorne and Associates,Salt Lake City,UT,Salt Lake City,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.thorne-cpa.com
VCB PC,Salt Lake City,UT,Salt Lake City,CPA / Accounting,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.vcb-cpa.com/
Michael Johnson CPA and Associates,Las Vegas,NV,Las Vegas,CPA / Accounting,6,$800K-$1.5M,Michael Johnson,Owner/CPA,N/A,N/A,https://michaeljohnsoncpa.com/
Gerety and Associates CPAs,Las Vegas,NV,Las Vegas,CPA / Accounting,8,$1M-$2M,Owner,Owner/CPA,N/A,N/A,https://www.geretycpa.com/
Hale Wood,Salt Lake City,UT,Salt Lake City,Law Firm,7,$1M-$3M,Owner,Owner,N/A,N/A,https://www.halewoodlaw.com/
Alder Law Group,Salt Lake City,UT,Salt Lake City,Law Firm,6,$800K-$2M,Owner,Owner,N/A,N/A,https://www.utahtrustattorneys.com/
Clausewitz Reyes,San Antonio,TX,San Antonio,Law Firm,6,$800K-$2M,Tiffanie S. Clausewitz,Partner,N/A,N/A,https://www.clausewitzreyes.com/
Geoff Mayfield Attorney at Law,San Antonio,TX,San Antonio,Law Firm,5,$500K-$1.5M,Geoff Mayfield,Owner/Attorney,N/A,N/A,https://www.geoffmayfieldlaw.com/
Gonzalez Law Firm,Las Vegas,NV,Las Vegas,Law Firm,6,$800K-$2M,Owner,Owner,N/A,N/A,https://www.gonzalezfirmnv.com/
GrigLaw,Jacksonville,FL,Jacksonville,Law Firm,8,$1M-$2M,Owner,Owner,N/A,N/A,https://griglaw.com/
Wood Atter & Wolf PA,Jacksonville,FL,Jacksonville,Law Firm,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.woodatter.com/
Seattle Corporate Search,Seattle,WA,Seattle,Staffing / Recruiting,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
The HT Group,Austin,TX,Austin,Staffing / Recruiting,15,$3M-$6M,Owner,Owner,N/A,N/A,https://www.thehtgroup.com/
PrideStaff Portland,Portland,OR,Portland,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.pridestaff.com/locations/portlandwest/
Spherion Raleigh,Raleigh,NC,Raleigh,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.spherion.com/our-offices/raleigh_1278/
All Team Staffing,Raleigh,NC,Raleigh,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.allteamstaffing.com/
Reliable Staffing San Antonio,San Antonio,TX,San Antonio,Staffing / Recruiting,12,$2M-$4M,Owner,Owner,N/A,N/A,https://reliablestaffing.com/san-antonio/
Eastridge Las Vegas,Las Vegas,NV,Las Vegas,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.eastridge.com/
SNI Companies Jacksonville,Jacksonville,FL,Jacksonville,Staffing / Recruiting,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.snicompanies.com/
INSURE Raleigh,Raleigh,NC,Raleigh,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.insure-nc.com/
Allen Thomas Group,Salt Lake City,UT,Salt Lake City,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,https://allenthomasgroup.com/
Leavitt Insurance Agency,Las Vegas,NV,Las Vegas,Insurance Brokerage,10,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.leavitt.com/lasvegas/
Saunders & Company,Jacksonville,FL,Jacksonville,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Einstein Insurance,Seattle,WA,Seattle,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.einsteinins.com/
Watkins Insurance Group,Austin,TX,Austin,Insurance Brokerage,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://watkinsinsurancegroup.com/
The Texas Insurance Broker,Austin,TX,Austin,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.thetexasinsurancebroker.com/
Meridian Insurance,Portland,OR,Portland,Insurance Brokerage,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://youreprotected.net/
Excel Benefits,San Antonio,TX,San Antonio,Insurance Brokerage,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Big City Plumbing LLC,San Antonio,TX,San Antonio,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://bigcityplumbingsa.com/
Power Plumbing,Portland,OR,Portland,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.powerplumbingco.com/
Midtown Plumbing LLC,Raleigh,NC,Raleigh,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.midtownplumbingllc.com/
Valley Plumbing Heating & Cooling,Salt Lake City,UT,Salt Lake City,Plumbing,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.valleyplumbing.com/
Andrews Plumbing & Repair,Las Vegas,NV,Las Vegas,Plumbing,5,$500K-$1M,Owner,Owner,N/A,N/A,https://andrewsplumbinglv.com/
Eagerton Plumbing Co Inc,Jacksonville,FL,Jacksonville,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.eagertonplumbing.com/
Allegiant Electric LLC,Las Vegas,NV,Las Vegas,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://allegiantelectricllcnv.com/
Friends Electric,Las Vegas,NV,Las Vegas,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.friendselectriclv.com/
Lin's Electric Inc,Jacksonville,FL,Jacksonville,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.linselectric.com/
Presto Electric,Jacksonville,FL,Jacksonville,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.prestoelectricjax.com/
A-C Electric,Salt Lake City,UT,Salt Lake City,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,N/A
I-D Electric Inc,Salt Lake City,UT,Salt Lake City,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Bolt Electric SA,San Antonio,TX,San Antonio,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.boltelectricsa.com/
Absolute Power Electrical,San Antonio,TX,San Antonio,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.absolute-pwr.com/
Right Electrical Services,Raleigh,NC,Raleigh,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Box Electric Company,Raleigh,NC,Raleigh,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://box-electric.com/
Molitor Electric,Austin,TX,Austin,Electrical,6,$500K-$1.5M,Owner,Owner,N/A,N/A,N/A
KDR Electrical Services Inc,Austin,TX,Austin,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Orin Rice Recruiting,Seattle,WA,Seattle,Staffing / Recruiting,8,$1M-$2M,Meredith Sprangers,Founder,N/A,N/A,N/A
HAAS CPA PLLC,Seattle,WA,Seattle,CPA / Accounting,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.haascpas.com/
Carl Muniz CPA,San Antonio,TX,San Antonio,CPA / Accounting,5,$500K-$1M,Carl Muniz,Owner/CPA,N/A,N/A,https://muniz.cpa/
Wapner Presley PLLC,Raleigh,NC,Raleigh,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.wapnerpresley.com/
Anderson Bradshaw PLLC,Salt Lake City,UT,Salt Lake City,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://abcpas.net/
Hoshi CPA,Portland,OR,Portland,CPA / Accounting,5,$500K-$1M,Owner,Owner,N/A,N/A,https://hoshicpa.com/
MOLVI CPA LLC,Portland,OR,Portland,CPA / Accounting,5,$500K-$1M,Owner,Owner,N/A,N/A,https://www.molvicpa.com/
